Timestamp,Date,Status code,Error Code,Description,API
2026-03-30T16:01:17,2026-03-30,503,2007,Service unavailable - Maintenance in progress,GET /api/test-error/7
2026-03-30T16:01:17,2026-03-30,503,2007,Service unavailable - Maintenance in progress,GET /api/test-error/7
2026-03-30T16:01:17,2026-03-30,503,2007,Service unavailable - Maintenance in progress,GET /api/test-error/7
2026-03-30T16:01:17,2026-03-30,503,2007,Service unavailable - Maintenance in progress,GET /api/test-error/7
2026-03-30T16:01:17,2026-03-30,503,2007,Service unavailable - Maintenance in progress,GET /api/test-error/7
2026-03-30T16:01:17,2026-03-30,503,2007,Service unavailable - Maintenance in progress,GET /api/test-error/7
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3002,Missing required fields: age,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3003,Invalid email format: invalid-email,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3004,Age out of valid range: 200,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3005,Age is not a valid integer: not-a-number,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:01:17,2026-03-30,400,3001,Request body is empty,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3002,"Missing required fields: email, age",POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3003,Invalid email format: invalid,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,400,3004,Age out of valid range: -5,POST /api/validate
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:02:42,2026-03-30,404,4004,Endpoint not found: GET /api/nonexistent-endpoint,GET /api/nonexistent-endpoint
2026-03-30T16:04:13,2026-03-30,200,,Success,GET /api/status
2026-03-30T16:06:32,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:06:33,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:06:47,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:06:48,2026-03-30,404,4004,Endpoint not found: GET /favicon.ico,GET /favicon.ico
2026-03-30T16:06:48,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:07:03,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:07:15,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:07:17,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:07:18,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:07:33,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:07:48,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:12:33,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:12:34,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:13:11,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:13:11,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:13:26,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:13:42,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:13:45,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:13:56,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:14:12,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:14:27,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:14:42,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:14:57,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:15:12,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:15:29,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:15:41,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:15:53,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:15:53,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:16:08,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:16:20,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:16:23,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:16:38,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:16:54,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:17:09,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:17:24,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:17:34,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:17:34,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:17:49,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:18:05,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:18:20,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:18:35,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:18:50,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:19:05,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:19:20,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:19:58,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:20:04,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:20:20,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:20:34,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:20:50,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:20:56,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:21:05,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:21:06,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:21:06,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:21:20,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:21:21,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:21:35,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:21:36,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:21:51,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:22:07,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:22:22,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:22:29,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:22:37,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:22:52,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:23:07,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:23:22,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:23:29,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:23:35,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:23:37,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:23:50,2026-03-30,200,,Success,GET /dashboard
2026-03-30T16:23:50,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:24:05,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:24:20,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:24:29,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:24:35,2026-03-30,200,,Success,GET /api/dashboard-data
2026-03-30T16:24:50,2026-03-30,200,,Success,GET /api/dashboard-data
